ID,Type,Original text
1722,Speech,After the bombs have fallen it will be the Yellow Sponge that inherits the Earth.
1723,Hotspot, 
1724,Hotspot, 
1725,Hotspot, 
1726,Hotspot, 
1727,Hotspot, 
1728,Hotspot, 
1729,Hotspot, 
1730,Speech,Multiversal wormhole trace detected. Confirming source.
1731,Speech,Location Earth 616A.
1732,Speech,Retrieving details.
1733,Speech,Releasing MINGs.
1734,Speech,Earth 616A registers only 3.2 on the technology scale.
1735,Speech,Currently below the threshold for multiversal travel.
1736,Speech,So…
1737,Speech,They have been ‘visited’ by a more advanced reality.
1738,Speech,Despatch the Multiversal Investigation & Neutralisation Gunships.
1739,Speech,Find out which reality they have travelled to.
1740,Speech,Affirmative.
1741,Speech,Affirmative.
1742,Speech,MING’s despatched.
1743,Speech,Hunter-Tracker protocols initiated.
1744,Speech,Soon the final pieces shall fall into place.
1745,Speech,Ensure they bring this one in… alive. 
1746,Speech,Anyone else attempting to intervene…
1747,Speech,Liquidate them.
1748,Speech,R.Sole… I have you now…
1749,Hotspot,Masterstroke
1750,Hotspot,Servitor Droid
1751,Hotspot,Hunter Droid
1752,Hotspot,Servitor Droid
1753,Hotspot,Hunter Droid
1754,Character, 
1755,Character, 
1756,Character, 
1757,Character, 
1758,Character, 
1759,Speech,"Ah, just what I need."
1760,Hotspot, 
1761,Hotspot, 
1762,Hotspot, 
1763,Speech,"Ah, just what I need."
1764,Hotspot, 
1765,Hotspot, 
1766,Hotspot, 
1767,Speech,Background radiation detected. Confirm secondary scan.
1768,Speech,Affirmative
1769,Speech,Affirmative
1770,Hotspot,Hunter Droid
1771,Hotspot,Hunter Droid
1772,Character, 
1773,Character, 
1774,Speech,"Hey, this is an active crime scene. Move it along!"
1775,Speech,"Well, big brother is watching. Great."
1776,Speech,"Considering there are only 3 of us living here, where did all this crap come from?"
1777,Speech,That's the Landlords mailbox. 
1778,Speech,He checks it every couple of hours for some reason.
1779,Speech,My theory is that the stuff he recieves is so twisted that he has to get and hide it in his aprtment before any of us see it!
1780,Speech,Weirdo.
1781,Speech,"Perfect, just what i needed."
1782,Speech,"Hey Mr D, Can you believe that my key has broken in the mailbox again!"
1783,Speech,"Dammit, I suppose I'll call maintenance again, you clumsy idiot!"
1784,Speech,Now's my chance to get that lens!
1785,Speech,I don't have time to check my mail.
1786,Speech,"Well, this is my fully working mail box. All I need is something to make it my 'non-working' mailbox."
1787,Speech,Company Moto: Safety First.
1788,Speech,Last Inspection: 2010...
1789,Speech,Sounds about right for this dump.
1790,Speech,"Hey, sorry to bother you, but the landlord is really not happy with the noise."
1791,Speech,He's talking about eviction. I'd give him a call if I were you.
1792,Speech,"Pfft, who could that be?"
1793,Speech,Are you crazy?
1794,Speech,"I don't see any possible future where I would ever want, or need to go into that jerks apartment."
1795,Speech,I can barely stand the smell coming out of there when I pass the door in the hall...
1796,Speech,"So it's a big, fat 'NO' from me."
1797,Speech,"Mr Ditkovich, the landlord."
1798,Speech,Though we all call him Dick-o-Witch...Well I do anyway...
1799,Speech,Finally some peace and quiet.
1800,Speech,But I can't believe that schmuck didn't give me my money!
1801,Speech,And he broke my security camera!
1802,Speech,But at least nothing else could possibly go wrong.
1803,Speech,"For Christ sake, what now?"
1804,Speech,What in Satan's spunk bucket is this?
1805,Speech,Humanoid detected. 
1806,Speech,Designated area cleanse protocol initiated.
1807,Speech,"I am not in the mood to get punked so unless you need a room to rent, get out!"
1808,Speech,Affirmative 
1809,Speech,Cleansing area.
1810,Speech,Continuing Search.
1811,Speech,"I haven't seen you around here before. If you going to see that R Sole upstairs don't bother, he won't be living here much longer!"
1812,Speech,"Hey punk, do you have my money?"
1813,Speech,"Money? Oh yeah, ermm... I've got it...I'll bring it to you...Soon...I promise...Yeah."
1814,Speech,"You'd better, you putz!"
1815,Speech,Hey Mr D. What seems to be ruining your mood today then?
1816,Speech,That damn stuck-up tool in 221B never stops playing that stupid violin! I can never get a moments peace. I may have to kick him out!
1817,Speech,Not that I was expecting any thanks to be fair...
1818,Speech,"And not that I'm really interested, but the quest chain dictates that I need to ask you what else is souring your puss?"
1819,Speech,I'm always getting complaints about that bloody mailbox. You lot just need to be careful with your keys!
1820,Speech,"Yadda, yadda, yadda, mailbox. Got it."
1821,Speech,So that's your noise pollution issue solved!
1822,Speech,So yeah... I'm going to go now.
1823,Speech,Get me my money!
1824,Speech,What do you want now? Can't you see i am busy.
1825,Speech,"Well to continue with the theme of this questline, even though i had to find this distraction..."
1826,Speech,Sammy at the Copperpot mentioned something about throwing out this strange beer...
1827,Speech,Something called Ro..Roth...Rothaus...
1828,Speech,Rothaus Tannenzäpfle?!?!
1829,Speech,That's my drinks order! I have been waiting for this to be deliered for weeks! That idiot!
1830,Speech,Well that worked! Now lets get that lens.
1831,Speech,It's the mailbox for the guy across the hall.
1832,Speech,I've never actually met him but I've heard his violin.
1833,Speech,"He seems to have a few visitors each week, I think he runs a business from there?"
1834,Speech,Oh I don't know. Or care.
1835,Speech,That for sale sign... is that a..?
1836,Speech,Ah man... I think I was just a little sick in my mouth...
1837,Speech,Let's see what nonsense is on the notice board today.
1838,Speech,"The guy next door, always playing that violin. Good job he ain't half bad!"
1839,Speech,Hey!
1840,Speech,Stay away from my camera!
1841,Speech,"Damn, I can't get it while he's watching! I need to distract him somehow."
1842,Speech,Dammit!
1843,Speech,Just one more turn...I need another distraction...hmmm
1844,Speech,Yes! I have it! As signified by that jaunty little tune.
1845,Speech,A lens! Just what I was looking for.
1846,Speech,Dammit!
1847,Speech,"Seriously, another turn?...I need another distraction...hmmm"
1848,Speech,This is where the landlord keeps all his cleaning stuff.
1849,Speech,I have never seen it open.
1850,Speech,Can't really go snooping if the landlord is around!
1851,Speech,"Huh, looks like this cupboard isn't locked for once - I wonder what's inside."
1852,Speech,it's just full of broken cleaning equipment and junk.
1853,Speech,"Oh there's a screwdriver, the only thing that isn't broken. I'll take it just in case."
1854,Speech,That's the Landlords apartment. 
1855,Speech,"Legend has it that he once had guests inside, actually inside, the building!"
1856,Speech,I'm not sure I believe that though.
1857,Speech,Unless they are now buried under his floorboards...
1858,Speech,Why bother checking? I never get any mail. 
1859,Speech,I don't have my keys anyway. 
1860,Hotspot, 
1861,Hotspot,Hunter Droid
1862,Hotspot,Hunter Droid
1863,Character,Landlord
1864,Character, 
1865,Character, 
1866,DialogueOption,Money?
1867,DialogueOption,Let's see if I can find a distraction
1868,DialogueOption,Better see what else I can use against him
1869,DialogueOption,Copperpot Delivery
1870,DialogueOption,Bye!
1871,Speech,How the hell am I supposed to guess the code to this door? I’ve only just woken up in this universe!
1872,Speech,My luck keeps getting better…
1873,Speech,Right… this seems like an unnecessarily secure door for an underground passage…
1874,Speech,Oh and there’s a keypad…
1875,Speech,So… it looks like this tunnel backs onto those sewers.
1876,Speech,"The smell isn’t great… but if I can find a way to get to them, maybe I can find a way to the surface."
1877,Speech,Okay… well if I can't guess the code... maybe there’s another way?
1878,Speech,It's all in the reflexes. 
1879,Speech,As a very wise man once said…
1880,Speech,Urgh… what the hell?
1881,Speech,That Wang unit… Why did he force me out of that Universe?
1882,Speech,And where the hell am I?
1883,Speech,This isn't good.
1884,Speech,"That idiot version of R.Sole isn’t going to survive without me, so I need to find a way back there."
1885,Speech,So that means I need to find out where I am…
1886,Speech,I’m obviously underground… but where? 
1887,Speech,I suppose I’d better have a look around.
1888,Hotspot, 
1889,Character, 
1890,Hotspot, 
1891,Hotspot, 
1892,Hotspot, 
1893,Character, 
1894,Hotspot, 
1895,Hotspot, 
1896,Speech,Damn it! The water is flowing too fast. There's no way I can get past!
1897,Speech,Okay...
1898,Speech,Turning these valves should do something... let's see what!
1899,Speech,Another one?
1900,Speech,Who designed these sewers?
1901,Hotspot, 
1902,Hotspot, 
1903,Hotspot, 
1904,Hotspot, 
1905,Hotspot, 
1906,Hotspot, 
1907,Hotspot, 
1908,Hotspot, 
1909,Hotspot, 
1910,Hotspot, 
1911,Hotspot, 
1912,Hotspot, 
1913,Hotspot, 
1914,Speech,"Well, the full name is 'Hunt Memorial Park' but it seems the council budget didn't stretch that far..."
1915,Speech,Apparently it was named after some sort of legendary polce officer from the 1970's or something
1916,Speech,"Some people claim to still see him driving around, keeping the streets safe and clean"
1917,Speech,But that's probably just an urban myth
1918,Hotspot, 
1919,Hotspot, 
1920,Hotspot, 
1921,Speech,"Now that is a sturdy, industrial strength lock."
1922,Speech,There's no way these gates are opening until the park keeper unlocks them tomorrow.
1923,Speech,The Park gates are always locked at this time of night.
1924,Speech,They are tall gates too.
1925,Speech,So if you're going to ask me to climb them... the answer is 'no'.
1926,Speech,Hunt Park.
1927,Speech,"Well, the full name is 'Hunt Memorial Park' but it seems the council budget didn't stretch that far..."
1928,Speech,Apparently it was named after some sort of legendary police officer from the 1970's or something.
1929,Speech,"Some people claim to still see him driving around, keeping the streets safe and clean."
1930,Speech,But that's probably just an urban myth.
1931,Speech,What a strange place to leave a lead pipe. 
1932,Speech,...
1933,Speech,"Nope, don't have a clue."
1934,Speech,I can't reach it anyway.
1935,Speech,Perhaps I can reach the pipe with this...
1936,Hotspot, 
1937,Hotspot, 
1938,Hotspot, 
1939,Hotspot, 
1940,Hotspot, 
1941,Speech,Damn it. How am i going to get passed this? The water is flowing too fast. I'll need to find a way to turn it off. 
1942,Speech,Hmm...
1943,Speech,Maybe if i turn these valves...
1944,Speech,Another one?
1945,Speech,Well surely it will be the same as the other one...right?
1946,Speech,"Okay so I seem to be moving away from the water, although it’s been pitch black for a while."
1947,Speech,It’s getting lighter up ahead.
1948,Speech,I can finally see where I'm going again.
1949,Speech,Hey! Is that a ladder up ahead?
1950,Speech,Is that…
1951,Speech,Is that me?
1952,Speech,Harper?.. Is it… you?..
1953,Speech,You’re… you’re a cyborg!
1954,Speech,Our universe… attacked… invaders… from another dimension!
1955,Speech,"You’re injured, let me help you."
1956,Speech,Too late… for that…
1957,Speech,Internal system monitors… permanent shutdown… imminent…
1958,Speech,No!
1959,Speech,I can… I can repair you!
1960,Speech,Listen… not long left…
1961,Speech,He came for… R.Sole… he tore the world apart…
1962,Speech,I don’t know… what happened to R.Sole… don’t know..
1963,Speech,If he’s dead… or alive…
1964,Speech,But the attacker... he left… robots… drones… and a madman… in charge…
1965,Speech,Who? Who left a madman in charge?
1966,Speech,The… Masterstroke…
1967,Speech,He’s been here too?
1968,Speech,I was… captured… managed… to escape…
1969,Speech,But his minions… they tracked… me down… ripped through my cybernetics…
1970,Speech,Not long… now…
1971,Speech,What can I do? How can I help?
1972,Speech,You must… help the people… shut down the field… stop Ra…
1973,Speech,Damn it!
1974,Speech,I’m so sorry I couldn’t help you Harper…
1975,Speech,Seeing yourself die… 
1976,Speech,Now that’s… that’s weird.
1977,Speech,"I need to take a minute, catch my breath."
1978,Speech,Ah! What is it they say about one door closing and another one opening?
1979,Speech,Lose one Harper and then gain another!
1980,Speech,"Excellent, the Masterstroke will be pleased."
1981,Speech,And soon my plans will come together… and this world…
1982,Speech,Will be mine!
1983,Hotspot, 
1984,Character, 
1985,Character, 
1986,Hotspot,Harper Zapped
1987,Hotspot, 
1988,Hotspot, 
1989,Hotspot, 
1990,Hotspot, 
1991,Hotspot, 
1992,MenuElement,Save
1993,MenuElement,Import
1994,MenuElement,Autosave
1995,Character,R Sole
1996,Character,R Sole
1997,Character,R Sole
1998,Character,R Sole
1999,Character,Puzzle Player
2000,Character,Puzzle Player
2001,Character,Puzzle Player
2002,Character,Puzzle Player
2003,Character,Puzzle Player
2004,Character,Puzzle Player
2005,Character, 
2006,Character,Puzzle Player
2007,Character,Puzzle Player
2008,Character,Puzzle Player
2009,Character,Puzzle Player
2010,InventoryItem, 
2011,InventoryItem, 
2012,InventoryItem, 
2013,InventoryItem, 
2014,InventoryItem, 
2015,InventoryItem, 
2016,InventoryItem, 
2017,InventoryItem, 
2018,InventoryItem, 
2019,InventoryItem, 
2020,InventoryItem, 
2021,InventoryItem, 
2022,InventoryItem, 
2023,InventoryItem, 
2024,InventoryItem, 
2025,InventoryItem, 
2026,InventoryItem, 
2027,InventoryItem, 
2028,InventoryItem, 
2029,InventoryItem, 
2030,InventoryItem, 
2031,InventoryItem, 
2032,InventoryItem, 
2033,InventoryItem, 
2034,InventoryItem, 
2035,InventoryItem, 
2036,InventoryItem, 
2037,InventoryItem, 
2038,InventoryItem, 
2039,InventoryItem, 
2040,InventoryItem, 
2041,Objective,Go to the Alley.
2042,Objective,?
2043,Objective,?
2044,Objective,Complete
2045,Objective,RepairWang
2046,Objective,?
2047,Objective,Complete
2048,Objective,Get the aerial off Manny’s Walkie-Talkie
2049,Objective,Manny seems very attached to that walkie-talkie. How am I going to get it from him?
2050,Objective,?
2051,Objective,Complete
2052,Objective,Find the phone. 
2053,Objective,I could have sworn I had my phone; I need to think. Where have I been where I could have dropped it?
2054,Objective,?
2055,Objective,Complete
2056,Objective,Avoid the cop.
2057,Objective,I can’t get anywhere with that cop around. It would be a lot easier if I didn’t look like me now. I need to get past him somehow. 
2058,Objective,?
2059,Objective,Complete
2060,Objective,Repair Wang
2061,Objective,"Right, I have all the parts I need, I best get myself back to the alley."
2062,Objective,Started
2063,Objective,Completed
2064,Objective,Did that really happen?
2065,Objective,I've either lost my mind completely or something totally weird happened last night... I need to go back to that alley and check things out.
2066,Objective,Started
2067,Objective,Completed
2068,HotspotPrefix,Use
2069,HotspotPrefix,on
2070,HotspotPrefix,Give
2071,HotspotPrefix,to
2072,HotspotPrefix,Walk to
2073,CursorIcon,Use
2074,CursorIcon,Talk to
2075,CursorIcon,Look at
2076,CursorIcon,Upstairs
2077,CursorIcon,Downstairs
2078,MenuElement,Profiles
2079,MenuElement,Speech volume
2080,MenuElement,Music volume
2081,MenuElement,SFX volume
2082,MenuElement,Language
2083,MenuElement,Subtitles
2084,MenuElement,On
2085,MenuElement,Off
2086,MenuElement,New save
2087,MenuElement,Empty
2088,MenuElement,Container
2089,MenuElement,Close
2090,MenuElement,Take all
2091,MenuElement,Inventory
2092,MenuElement,Create
2093,MenuElement,Close
2094,MenuElement,Ingredients
2095,MenuElement,Inventory
2096,MenuElement,Output
2097,MenuElement,Page Left
2098,MenuElement,Page Right
2099,MenuElement,Close
2100,MenuElement,UP
2101,MenuElement,DOWN
2102,MenuElement,Loading...
2103,MenuElement,Paused
2104,MenuElement,Current Quest
2105,MenuElement,Mystery Woman
2106,MenuElement,"A mysterious attractive woman speaks to you, which is alarming since that statistically never happens.[break]She wants you to meet her in a back alley — what could possibly go wrong?[break]Unfortunately, the gate is blocked, so you’ll need to find a way through before your luck resets."
2107,MenuElement,There must be away to get through surely?
2108,MenuElement,Current Quest
2109,MenuElement,Repair Wang
2110,MenuElement,Find A Lens!
2111,MenuElement,Get An Aerial
2112,MenuElement,Locate a Battery
2113,MenuElement,Explore & Gather the Parts to Fix Wang.
2114,MenuElement,Current Quest
2115,MenuElement,Find Your Phone
2116,MenuElement,"You can’t finish repairing Wang because you’ve somehow lost your phone, impressive, even for you.[break]It’s definitely lying around somewhere, probably mocking you silently from the shadows."
2117,MenuElement,Avoid The Cop
2118,MenuElement,"A cop is inexplicably hunting you down, so find away to slip past him and get your phone back before the universe invents a new inconvenience."
2119,MenuElement,Current Quest
2120,MenuElement,Escape The Sewer
2121,MenuElement,You’ve somehow ended up in the sewers; work out away to get out quickly before the smell becomes part of your personality.
2122,MenuElement,Make your way through the sewer to find a way back to the surface.
2123,MenuElement,Current Quest
2124,MenuElement,Move Wang To A Different Location
2125,MenuElement,"Wang needs repairs but the alley is far too exposed, so find something sturdy enough to haul his ridiculous weight somewhere less public."
2126,MenuElement,Find a way to move Wang from the alley.
2127,Speech,"Damn, that cop is blocking the way. I really need to get to my apartment!"
2128,Speech,"I need to find some way of getting past them, but how?"
2129,Speech,Thats him! That's the guy who broke my security camera!
2130,Speech,Come 'ere you! You're coming with me!
2131,Speech,That's my cue to leave!
2132,Speech,"Hey, What's happening here?"
2133,Speech,"Right, I think these should be enough for a disguise. Lets see what I can make with them!"
2134,Speech,Jesus this scarf stinks. Am I really going to get past the cop looking like this?
2135,Speech,There he is. That's the guy who stole the battery and stole my collectable. 
2136,Speech,Come 'ere you! You're coming with me!
2137,Speech,What do you mean your collectable?! Screw it. I don't like it in here anyway.
2138,Speech,That's him! That's the arsehole who stole Manny's walkie-talkie!
2139,Speech,Come 'ere you! You're coming with me!
2140,Speech,"I told you, it's R Sole."
2141,Speech,Looks like I can't work today after all. 
2142,Speech,"Well look at that, I fixed it! "
2143,Speech,Looks like I'm something of a scientist myself.
2144,Speech,W.A.N.G. unit re-activating. Due to reboot please confirm personality and voice preferences.
2145,Speech,"Erm, what the... huh?"
2146,Speech,Please confirm personality…
2147,Speech,I heard you the first time you smarmy robo-butler!
2148,Speech,Personality Confirmed. Processing...
2149,Speech,What?! I didn’t choose anything! 
2150,Speech,Why is this taking so long???
2151,Speech,"My apologies sir, grateful as I am for your help using your Level 2 Certificate in IT systems and Vaping..."
2152,Speech,I have just completely rebooted from near catstrophic damage and thought I may have a second or two to check my subsystems?
2153,Speech,"Erm… well yeah, I suppose…"
2154,Speech,Excellent. One is overjoyed at your approval.
2155,Speech,Wow. Rude.
2156,Speech,"My apologies sir, I forget sometimes how easy it is to hurt the feelings of barely evolved primates. One shall do one’s utmost to prevent this from happening in the future."
2157,Speech,Thanks… I think?
2158,Speech,But to the task at hand. It would appear that several parts of my internal database have been erased or corrupted by an external source. 
2159,Speech,Logic would dictate that locating Agent Harper would be the best course of action in attempting to resolve this situation.
2160,Speech,Due to the interference my systems sustained I attempted to send her back to her universe of origin.
2161,Speech,"If my calculations are correct, and they always are, it should be a simple matter to back trace the route and deliver us directly to her location."
2162,Speech,"I'm not sure about this Wang. You do know what you're doing, right?"
2163,Speech,"Of course sir, not being limited to an apes understanding of the laws of physics and inter-universal travel I know exactly what I am doing."
2164,Speech,"Now come along, chop chop. There is nothing to worry about."
2165,Speech,That's not gonna happen.
2166,Speech,That's a great idea. If you're crazy.
2167,Speech,"Ok, that isn't going to happen."
2168,Speech,I can't use this on that.
2169,Speech,The keys to my mailbox. With these I can retrieve all those lovely bills!
2170,Speech,Is it a fedora or is it a trilby? Either way it should be in a museum.
2171,Speech,"A 10 fuggerhertz battery, which is a lot of fuggers..."
2172,Speech,The Limited Edition Insultor Omni-Glove. With posable middle digit.
2173,Speech,Looks like coffee... smells like coffee... tastes like crap.
2174,Speech,Manny's little box of instant energy. No wonder he can manage two jobs with these!
2175,Speech,Perfect. I have replaced Manny's Pep pills with my mints.
2176,Speech,A little tub of mints. Probably about 2 years old at least.
2177,Speech,Well that's Manny's pep pills replaced with those mints. 
2178,Speech,"Manny's Rivet-Man mug. I kinda like Rivert-Man, he's dishwasher and microwave safe."
2179,Speech,Manny's mug now contains a completely pointless drink...
2180,Speech,Mints inside Manny's Pep Pill tube. This will do the trick. Sorry Manny.
2181,Speech,"It's a walkie-talkie with a super-useful, long aerial. I feel bad taking it. Maybe I can send Manny a comic to say sorry or something?"
2182,Speech,The lens from the hallway security camera. I still don't understand why there was a camera for a three tennant building... anyway Big Brother is now blind!
2183,Speech,A ratty old mop head from the alley. I have no idea why I picked this up...
2184,Speech,"A multicoloured, really, reallylong scarf. Somebody obviously likes to knit!"
2185,Speech,"Access to everything and everwhere, as long as I have signal."
2186,Speech,"This thing is seriously creepy, why do I even have it?"
2187,Speech,Prime-Lock. I loved watching these growing up. Robots in the skies!
2188,Speech,Truly a weapon of mass culinary destruction.
2189,Speech,The collectors edition from the hit movie 'Forward to the Past'
2190,Speech,"""Kill It"" germ killer."
2191,Speech,I wonder how strong this stuff actually is?
2192,Speech,"Trusted by work men and gardeners the world over, a wheel barrow can save you a bad back."
2193,Speech,A token for a free sandwich sounds great. However I can't bring myself to trust Christian's menu
2194,Speech,"A small, flat ended screwdriver. I prefer my screwdrivers to be just vodka and orange juice"
2195,Speech,It's a lead pipe. 
2196,Speech,A left over chicken salad sandwich. 
2197,Speech,I don't think the bread and salad will be much use.
2198,Speech,A large piece of chicken from and old sandwich.
2199,Speech,I hope I find a use for this. I don't want to carry this around with me all night!
2200,Speech,A wooden stick dropped from that slobber monster of a dog.
2201,Speech,It's quite weak. Probably from being chewed on.
